Price,Close
Ticker,AAPL
Date,
2010-07-02,7.421581268310547
2010-07-06,7.472373962402344
2010-07-07,7.774116039276123
2010-07-08,7.756685256958008
2010-07-09,7.802667140960693
2010-07-12,7.732640266418457
2010-07-13,7.56764554977417
2010-07-14,7.595592975616455
2010-07-15,7.557122230529785
2010-07-16,7.510542392730713
2010-07-19,7.38070821762085
2010-07-20,7.570345401763916
2010-07-21,7.6409783363342285
2010-07-22,7.784632682800293
2010-07-23,7.812283992767334
2010-07-26,7.79245138168335
2010-07-27,7.936707496643066
2010-07-28,7.8429388999938965
2010-07-29,7.757285118103027
2010-07-30,7.731437683105469
2010-08-02,7.869690895080566
2010-08-03,7.872095108032227
2010-08-04,7.903653621673584
2010-08-05,7.865179061889648
2010-08-06,7.816792964935303
2010-08-09,7.8666839599609375
2010-08-10,7.796355247497559
2010-08-11,7.519253730773926
2010-08-12,7.567343235015869
2010-08-13,7.4864983558654785
2010-08-16,7.442619800567627
2010-08-17,7.572754383087158
2010-08-18,7.60581111907959
2010-08-19,7.509943008422852
2010-08-20,7.5027289390563965
2010-08-23,7.387319087982178
2010-08-24,7.210903167724609
2010-08-25,7.299861907958984
2010-08-26,7.2214202880859375
2010-08-27,7.261692523956299
2010-08-30,7.288139343261719
2010-08-31,7.306174278259277
2010-09-01,7.523465156555176
2010-09-02,7.578761577606201
2010-09-03,7.777123928070068
2010-09-07,7.748271942138672
2010-09-08,7.901848793029785
2010-09-09,7.906354904174805
2010-09-10,7.916572093963623
2010-09-13,8.025670051574707
2010-09-14,8.05632495880127
2010-09-15,8.121241569519043
2010-09-16,8.312084197998047
2010-09-17,8.276022911071777
2010-09-20,8.512248992919922
2010-09-21,8.528477668762207
2010-09-22,8.648092269897461
2010-09-23,8.683255195617676
2010-09-24,8.785439491271973
2010-09-27,8.75057601928711
2010-09-28,8.621345520019531
2010-09-29,8.636672019958496
2010-09-30,8.527876853942871
2010-10-01,8.490909576416016
2010-10-04,8.374299049377441
2010-10-05,8.683857917785645
2010-10-06,8.691370010375977
2010-10-07,8.692272186279297
2010-10-08,8.838033676147461
2010-10-11,8.876801490783691
2010-10-12,8.972378730773926
2010-10-13,9.020463943481445
2010-10-14,9.085680961608887
2010-10-15,9.459251403808594
2010-10-18,9.557236671447754
2010-10-19,9.301468849182129
2010-10-20,9.332724571228027
2010-10-21,9.30237102508545
2010-10-22,9.240760803222656
2010-10-25,9.28193187713623
2010-10-26,9.258191108703613
2010-10-27,9.251580238342285
2010-10-28,9.173739433288574
2010-10-29,9.045707702636719
2010-11-01,9.141880989074707
2010-11-02,9.297563552856445
2010-11-03,9.400951385498047
2010-11-04,9.565343856811523
2010-11-05,9.531082153320312
2010-11-08,9.575867652893066
2010-11-09,9.499527931213379
2010-11-10,9.55813217163086
2010-11-11,9.516658782958984
2010-11-12,9.257590293884277
2010-11-15,9.227839469909668
2010-11-16,9.064042091369629
2010-11-17,9.031283378601074
2010-11-18,9.269615173339844
2010-11-19,9.218523025512695
2010-11-22,9.417783737182617
2010-11-23,9.278627395629883
2010-11-24,9.461057662963867
2010-11-26,9.467068672180176
2010-11-29,9.523265838623047
2010-11-30,9.351361274719238
2010-12-01,9.509147644042969
2010-12-02,9.561736106872559
2010-12-03,9.54040241241455
2010-12-06,9.621847152709961
2010-12-07,9.563545227050781
2010-12-08,9.64769172668457
2010-12-09,9.610125541687012
2010-12-10,9.634170532226562
2010-12-13,9.667526245117188
2010-12-14,9.626058578491211
2010-12-15,9.628156661987305
2010-12-16,9.65491008758545
2010-12-17,9.635671615600586
2010-12-20,9.683758735656738
2010-12-21,9.743566513061523
2010-12-22,9.772418022155762
2010-12-23,9.725533485412598
2010-12-27,9.757990837097168
2010-12-28,9.78173542022705
2010-12-29,9.776329040527344
2010-12-30,9.727337837219238
2010-12-31,9.694275856018066
2011-01-03,9.90495777130127
2011-01-04,9.956652641296387
2011-01-05,10.03809928894043
2011-01-06,10.029985427856445
2011-01-07,10.101813316345215
2011-01-10,10.2920560836792
2011-01-11,10.267714500427246
2011-01-12,10.351262092590332
2011-01-13,10.389130592346191
2011-01-14,10.473280906677246
2011-01-18,10.237957954406738
2011-01-19,10.183562278747559
2011-01-20,9.998427391052246
2011-01-21,9.819304466247559
2011-01-24,10.141786575317383
2011-01-25,10.260499000549316
2011-01-26,10.334129333496094
2011-01-27,10.314897537231445
2011-01-28,10.101210594177246
2011-01-31,10.19798755645752
2011-02-01,10.369596481323242
2011-02-02,10.348257064819336
2011-02-03,10.321807861328125
2011-02-04,10.413775444030762
2011-02-07,10.575467109680176
2011-02-08,10.675244331359863
2011-02-09,10.764206886291504
2011-02-10,10.655409812927246
2011-02-11,10.724838256835938
2011-02-14,10.79486083984375
2011-02-15,10.816503524780273
2011-02-16,10.913578033447266
2011-02-17,10.768415451049805
2011-02-18,10.535794258117676
2011-02-22,10.176644325256348
2011-02-23,10.297162055969238
2011-02-24,10.304980278015137
2011-02-25,10.463666915893555
2011-02-28,10.615438461303711
2011-03-01,10.498228073120117
2011-03-02,10.582680702209473
2011-03-03,10.806282997131348
2011-03-04,10.81950855255127
2011-03-07,10.680055618286133
2011-03-08,10.692078590393066
2011-03-09,10.593199729919434
2011-03-10,10.418883323669434
